
#
# Results on Tuesday November 05 2019 22:42:12 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,_REACTION_TIME_,2446
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,6317
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,2708
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,8,0,Test-More-than-half-13-beckel-racual,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>13% of the beckels are racual.</font></i></div></center><h2>It is not the case that more than half of the beckels are racual.</h2></body>,True,NULL,1797
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,34,0,Test-More-than-half-61-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>61% of the russers are huttle.</font></i></div></center><h2>It is not the case that more than half of the russers are huttle.</h2></body>,False,NULL,3847
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,148,0,Test-All-Neg-92-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>92% of the chevels are podden.</font></i></div></center><h2>It is not the case that all of the chevels are podden.</h2></body>,True,NULL,3520
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,40,0,Test-More-than-half-52-bamet-unzast,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the bamets are unzast.</font></i></div></center><h2>It is not the case that more than half of the bamets are unzast.</h2></body>,False,NULL,4093
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,36,0,Test-More-than-half-65-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>65% of the teckers are biller.</font></i></div></center><h2>It is not the case that more than half of the teckers are biller.</h2></body>,False,NULL,2665
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,67,0,Test-Some-43-cosut-spover,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>43% of the cosuts are spover.</font></i></div></center><h2>Some of the cosuts are spover.</h2></body>,True,NULL,3408
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,138,0,Test-All-Neg-67-coppar-hunene,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>67% of the coppars are hunene.</font></i></div></center><h2>It is not the case that all of the coppars are hunene.</h2></body>,True,NULL,7639
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,100,0,Test-All-76-puctor-recure,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>76% of the puctors are recure.</font></i></div></center><h2>All of the puctors are recure.</h2></body>,False,NULL,1362
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,94,0,Test-All-79-pobbit-spippy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>79% of the pobbits are spippy.</font></i></div></center><h2>All of the pobbits are spippy.</h2></body>,False,NULL,1209
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,133,0,Test-Some-Neg-70-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>70% of the rasters are movell.</font></i></div></center><h2>It is not the case that some of the rasters are movell.</h2></body>,True,NULL,4379
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,96,0,Test-All-77-boddle-molill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>77% of the boddles are molill.</font></i></div></center><h2>All of the boddles are molill.</h2></body>,False,NULL,2407
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,79,0,Test-Some-52-strant-potind,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the strants are potind.</font></i></div></center><h2>Some of the strants are potind.</h2></body>,False,NULL,3992
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,115,0,Test-Some-Neg-29-coamin-mucond,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>29% of the coamins are mucond.</font></i></div></center><h2>It is not the case that some of the coamins are mucond.</h2></body>,False,NULL,3340
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,30,0,Test-More-than-half-38-monter-melelt,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>38% of the monters are melelt.</font></i></div></center><h2>It is not the case that more than half of the monters are melelt.</h2></body>,True,NULL,2800
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,65,0,Test-Some-3-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the spunges are wenple.</font></i></div></center><h2>Some of the spunges are wenple.</h2></body>,False,NULL,4779
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,12,0,Test-More-than-half-10-werner-hurmer,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>10% of the werners are hurmer.</font></i></div></center><h2>It is not the case that more than half of the werners are hurmer.</h2></body>,True,NULL,3141
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,37,0,Test-More-than-half-55-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>55% of the birlers are enciad.</font></i></div></center><h2>It is not the case that more than half of the birlers are enciad.</h2></body>,False,NULL,2057
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,59,0,Test-Some-4-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>4% of the chulks are vulhor.</font></i></div></center><h2>Some of the chulks are vulhor.</h2></body>,False,NULL,1659
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,140,0,Test-All-Neg-83-pirter-secent,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>83% of the pirters are secent.</font></i></div></center><h2>It is not the case that all of the pirters are secent.</h2></body>,True,NULL,2632
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,28,0,Test-More-than-half-44-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that more than half of the tiklets are hullaw.</h2></body>,True,NULL,2717
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,122,0,Test-All-Neg-28-zetten-unfobs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>28% of the zettens are unfobs.</font></i></div></center><h2>It is not the case that all of the zettens are unfobs.</h2></body>,True,NULL,2527
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,88,0,Test-All-69-menner-nandow,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>69% of the menners are nandow.</font></i></div></center><h2>All of the menners are nandow.</h2></body>,False,NULL,1467
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,110,0,Test-All-Neg-0-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>0% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that all of the gukbars are soarse.</h2></body>,True,NULL,8063
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,145,0,Test-Some-Neg-77-dorder-coggon,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>77% of the dorders are coggon.</font></i></div></center><h2>It is not the case that some of the dorders are coggon.</h2></body>,True,NULL,6439
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,22,0,Test-More-than-half-37-middor-drooty,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>37% of the middors are drooty.</font></i></div></center><h2>It is not the case that more than half of the middors are drooty.</h2></body>,True,NULL,2454
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,127,0,Test-Some-Neg-51-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>51% of the plusets are stubad.</font></i></div></center><h2>It is not the case that some of the plusets are stubad.</h2></body>,True,NULL,4264
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,11,0,Test-More-than-half-18-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chulks are vulhor.</font></i></div></center><h2>It is not the case that more than half of the chulks are vulhor.</h2></body>,True,NULL,3764
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,109,0,Test-Some-Neg-11-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>11% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that some of the gukbars are soarse.</h2></body>,False,NULL,4915
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,35,0,Test-More-than-half-67-cather-funder,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>67% of the cathers are funder.</font></i></div></center><h2>It is not the case that more than half of the cathers are funder.</h2></body>,False,NULL,5630
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,149,0,Test-Some-Neg-87-ingell-nalill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>87% of the ingells are nalill.</font></i></div></center><h2>It is not the case that some of the ingells are nalill.</h2></body>,True,NULL,3341
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,89,0,Test-Some-62-pliper-sesare,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>62% of the plipers are sesare.</font></i></div></center><h2>Some of the plipers are sesare.</h2></body>,False,NULL,3569
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,54,0,Test-More-than-half-96-ingell-nalill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>96% of the ingells are nalill.</font></i></div></center><h2>It is not the case that more than half of the ingells are nalill.</h2></body>,False,NULL,7192
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,126,0,Test-All-Neg-44-monter-melelt,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the monters are melelt.</font></i></div></center><h2>It is not the case that all of the monters are melelt.</h2></body>,True,NULL,2246
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,21,0,Test-More-than-half-28-shamer-bloif,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>28% of the shamers are bloif.</font></i></div></center><h2>It is not the case that more than half of the shamers are bloif.</h2></body>,True,NULL,3384
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,99,0,Test-Some-100-puctor-recure,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>100% of the puctors are recure.</font></i></div></center><h2>Some of the puctors are recure.</h2></body>,False,NULL,3061
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,16,0,Test-More-than-half-4-schook-jabant,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>4% of the schooks are jabant.</font></i></div></center><h2>It is not the case that more than half of the schooks are jabant.</h2></body>,True,NULL,4783
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,18,0,Test-More-than-half-9-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>9% of the shriles are athoid.</font></i></div></center><h2>It is not the case that more than half of the shriles are athoid.</h2></body>,True,NULL,1781
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,27,0,Test-More-than-half-34-fleeve-scalfs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>34% of the fleeves are scalfs.</font></i></div></center><h2>It is not the case that more than half of the fleeves are scalfs.</h2></body>,True,NULL,2096
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,60,0,Test-All-21-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>21% of the chulks are vulhor.</font></i></div></center><h2>All of the chulks are vulhor.</h2></body>,False,NULL,1856
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,55,0,Test-Some-19-kustle-reshix,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>19% of the kustles are reshix.</font></i></div></center><h2>Some of the kustles are reshix.</h2></body>,True,NULL,3444
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,15,0,Test-More-than-half-17-clidge-hensly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>17% of the clidges are hensly.</font></i></div></center><h2>It is not the case that more than half of the clidges are hensly.</h2></body>,True,NULL,2424
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,47,0,Test-More-than-half-94-boddle-molill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>94% of the boddles are molill.</font></i></div></center><h2>It is not the case that more than half of the boddles are molill.</h2></body>,False,NULL,3420
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,32,0,Test-More-than-half-59-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>59% of the plusets are stubad.</font></i></div></center><h2>It is not the case that more than half of the plusets are stubad.</h2></body>,False,NULL,2652
1572994061,882eb9eed8b9b5270780ef6f52bc8ccb,Question2,112,0,Test-All-Neg-5-schook-jabant,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>5% of the schooks are jabant.</font></i></div></center><h2>It is not the case that all of the schooks are jabant.</h2></body>,True,NULL,2269
